# CUDA_PROFILE_LOG_VERSION 2.0
# CUDA_PROFILE_CSV 1
# TIMESTAMPFACTOR 1200ac5f7b605e78
# CUDA_DEVICE 0 Tesla C2050
gpustarttimestamp,method,gputime,cputime,occupancy,gridSizeX,gridSizeY,gridSizeZ,blockSizeX,blockSizeY,blockSizeZ,dynSmemPerBlock,staSmemPerBlock,registerPerThread,streamID,localblocksize,memTransferSize,memtransferhostmemtype,gld_inst_32bit,gld_inst_64bit,gld_inst_128bit,gst_inst_8bit,gst_inst_16bit,gst_inst_32bit,gst_inst_64bit,gst_inst_128bit,local_load,local_store,gld_request,gst_request,shared_load,shared_store,sm_cta_launched,l1_local_load_hit,branch,l1_local_load_miss,l1_local_store_hit,divergent_branch,l1_local_store_miss,l1_global_load_hit,inst_issued,l1_global_load_miss,inst_executed,uncached_global_load_transaction,global_store_transaction,warps_launched,threads_launched,l1_shared_bank_conflict,active_warps,active_cycles,l2 read requests,l2 read texture requests,l2 write requests,l2 read misses,l2 write misses,tex cache requests,tex cache misses,threads instruction executed,dram reads,dram writes
1200c1afabe267a0,_Z22gemm_kernel1x1_tex_valIfLb1ELb0ELb0ELb0ELb0EEvPT_iiiiiiiiS0_S0_,437.056,5.56,1,4,60,1,16,16,1,0,2176,17,0,-1,,0,0,0,0,0,0,61440,0,0,0,0,0,136,163840,10240,16,0,6192,0,0,0,0,0,337288,0,326128,0,272,128,4096,10240,10528823,237228,0,593050,7680,102657,7890,87040,42284,10129152,206536,11692
1200c1afabe91a40,_Z24fermiSgemm_v2_kernel_valILb1ELb0ELb0EEvPfPKfS2_iiiiiiffii,1581.47,5.6,0.333,6,10,1,64,4,1,0,12736,63,0,-1,,0,0,0,0,0,0,552960,0,0,11264,8832,0,1152,245760,15360,4,10770,1376,489,32,0,8800,0,1557754,0,1229376,0,2304,32,1024,15360,10728041,715950,27836,920102,88164,310884,89235,122880,61440,39340032,613955,107433
1200c1afac014360,_Z22gemm_kernel1x1_tex_valIfLb1ELb0ELb0ELb0ELb0EEvPT_iiiiiiiiS0_S0_,436.672,5.52,1,4,60,1,16,16,1,0,2176,17,0,-1,,0,0,0,0,0,0,61440,0,0,0,0,0,136,163840,10240,16,0,5848,0,0,0,0,0,357120,0,345312,0,288,136,4352,10880,10518719,236997,0,596720,7680,102641,7904,87040,45052,10743040,206002,11669
1200c1afac07f460,_Z24fermiSgemm_v2_kernel_valILb1ELb0ELb0EEvPfPKfS2_iiiiiiffii,1577.41,5.56,0.333,6,10,1,64,4,1,0,12736,63,0,-1,,0,0,0,0,0,0,552960,0,0,11264,8832,0,1152,245760,15360,4,10862,1376,451,32,0,8800,0,1246334,0,1229376,0,2304,32,1024,15360,10734264,721658,27024,920096,88568,311882,88008,122880,61440,39340032,614820,105538
1200c1afac200da0,_Z22gemm_kernel1x1_tex_valIfLb1ELb0ELb0ELb0ELb0EEvPT_iiiiiiiiS0_S0_,436.768,5.6,1,4,60,1,16,16,1,0,2176,17,0,-1,,0,0,0,0,0,0,61440,0,0,0,0,0,136,174080,10880,17,0,5848,0,0,0,0,0,317456,0,326128,0,272,136,4352,10880,10534686,237240,0,593754,7680,102513,7917,87040,41620,9822208,204653,11696
1200c1afac26bf40,_Z24fermiSgemm_v2_kernel_valILb1ELb0ELb0EEvPfPKfS2_iiiiiiffii,1583.26,5.48,0.333,6,10,1,64,4,1,0,12736,63,0,-1,,0,0,0,0,0,0,552960,0,0,11264,8832,0,1152,245760,15360,4,10804,1376,474,32,0,8800,0,1557721,0,1229376,0,2304,32,1024,15360,13165769,715262,26204,920064,88324,309094,88821,122880,61440,44257536,611518,106699
1200c1afac3eef20,_Z22gemm_kernel1x1_tex_valIfLb1ELb0ELb0ELb0ELb0EEvPT_iiiiiiiiS0_S0_,436.512,5.52,1,4,60,1,16,16,1,0,2176,17,0,-1,,0,0,0,0,0,0,61440,0,0,0,0,0,136,184320,11520,18,0,6192,0,0,0,0,0,337288,0,326128,0,272,136,4352,10880,9766949,224408,0,596598,7680,102577,7958,81920,37104,10743040,206143,11794
1200c1afac459fa0,_Z24fermiSgemm_v2_kernel_valILb1ELb0ELb0EEvPfPKfS2_iiiiiiffii,1586.62,5.52,0.333,6,10,1,64,4,1,0,12736,63,0,-1,,0,0,0,0,0,0,552960,0,0,14080,11040,0,1440,245760,15360,4,10848,1376,456,32,0,8800,0,1246350,0,1229376,0,2304,32,1024,15360,10698746,721480,27424,920140,88676,310540,88537,122880,61440,39340032,613637,106006
1200c1afac5ddcc0,_Z22gemm_kernel1x1_tex_valIfLb1ELb0ELb0ELb0ELb0EEvPT_iiiiiiiiS0_S0_,436.992,5.56,1,4,60,1,16,16,1,0,2176,17,0,-1,,0,0,0,0,0,0,61440,0,0,0,0,0,144,174080,10880,17,0,5848,0,0,0,0,0,297624,0,326128,0,272,136,4352,10880,10529574,236949,0,591720,7680,102509,7904,87040,41828,10129152,206998,11638
1200c1afac648f20,_Z24fermiSgemm_v2_kernel_valILb1ELb0ELb0EEvPfPKfS2_iiiiiiffii,1580.74,5.6,0.333,6,10,1,64,4,1,0,12736,63,0,-1,,0,0,0,0,0,0,552960,0,0,14080,11040,0,1440,245760,15360,4,10809,1376,490,32,0,8800,0,1246391,0,1229376,0,2304,32,1024,15360,10668308,904171,26908,920096,88568,312468,89305,153600,61440,44257536,615356,107777
