col	row	isTF	isLib	isDud	isAmbg	nCall	cf	ie	dr	keySNR	keySD	keySig	oneSig	zeroSig	ppf	medAbsRes	multiplier
1	13	0	1	0	0	128	0.0120	0.0088	0.00023	41.634	0.023	0.959	0.960	0.001	0.383	0.031	0.000
0	13	0	1	0	0	131	0.0120	0.0088	0.00023	18.850	0.055	1.035	1.038	0.003	0.417	0.049	0.000
2	13	0	1	0	0	122	0.0120	0.0088	0.00023	14.255	0.067	0.951	0.952	0.001	0.483	0.039	0.000
45	11	0	1	0	0	163	0.0120	0.0088	0.00023	13.796	0.080	1.105	1.153	0.048	0.650	0.159	0.000
6	13	0	1	0	0	122	0.0120	0.0088	0.00023	15.014	0.068	1.022	1.023	0.001	0.450	0.039	0.000
3	13	0	1	0	0	119	0.0120	0.0088	0.00023	12.962	0.075	0.968	0.989	0.021	0.433	0.034	0.000
39	12	0	1	0	0	126	0.0120	0.0088	0.00023	28.107	0.033	0.924	0.925	0.001	0.533	0.042	0.000
7	13	0	1	0	0	121	0.0120	0.0088	0.00023	34.507	0.029	1.018	1.019	0.001	0.483	0.044	0.000
18	11	0	1	0	0	148	0.0120	0.0088	0.00023	7.810	0.089	0.698	0.698	0.001	0.433	0.203	0.000
8	13	0	1	0	0	117	0.0120	0.0088	0.00023	24.485	0.039	0.957	0.959	0.001	0.483	0.029	0.000
11	13	0	1	0	0	111	0.0120	0.0088	0.00023	40.555	0.024	0.955	0.956	0.001	0.450	0.039	0.000
9	13	0	1	0	0	111	0.0120	0.0088	0.00023	18.772	0.053	0.992	0.996	0.004	0.450	0.032	0.000
13	13	0	1	0	0	112	0.0120	0.0088	0.00023	57.658	0.017	0.976	0.977	0.001	0.433	0.020	0.000
15	13	0	1	0	0	111	0.0120	0.0088	0.00023	13.450	0.073	0.984	0.991	0.007	0.433	0.037	0.000
10	13	0	1	0	0	120	0.0120	0.0088	0.00023	47.700	0.021	1.014	1.015	0.001	0.400	0.033	0.000
46	12	0	1	0	0	126	0.0120	0.0088	0.00023	10.662	0.096	1.027	1.028	0.001	0.400	0.051	0.000
17	10	0	1	0	0	186	0.0120	0.0088	0.00023	18.699	0.063	1.179	1.181	0.001	0.683	0.188	0.000
23	13	0	1	0	0	106	0.0120	0.0088	0.00023	17.773	0.053	0.938	0.941	0.003	0.450	0.048	0.000
12	13	0	1	0	0	133	0.0120	0.0088	0.00023	41.220	0.026	1.089	1.090	0.001	0.517	0.042	0.000
30	13	0	1	0	0	111	0.0120	0.0088	0.00023	17.007	0.054	0.918	0.921	0.003	0.450	0.032	0.000
31	13	0	1	0	0	110	0.0120	0.0088	0.00023	12.251	0.081	0.996	0.997	0.001	0.400	0.026	0.000
34	12	0	1	0	0	70	0.0120	0.0088	0.00023	32.321	0.017	0.548	0.549	0.001	0.383	0.244	0.000
4	13	0	1	0	0	128	0.0120	0.0088	0.00023	22.897	0.040	0.907	0.908	0.001	0.450	0.039	0.000
25	13	0	1	0	0	140	0.0120	0.0088	0.00023	22.654	0.042	0.949	0.952	0.003	0.433	0.028	0.000
34	13	0	1	0	0	104	0.0120	0.0088	0.00023	23.174	0.043	0.996	0.997	0.001	0.383	0.038	0.000
33	13	0	1	0	0	111	0.0120	0.0088	0.00023	24.438	0.039	0.965	0.966	0.001	0.450	0.093	0.000
32	13	0	1	0	0	108	0.0120	0.0088	0.00023	10.032	0.095	0.953	0.954	0.001	0.383	0.037	0.000
35	13	0	1	0	0	109	0.0120	0.0088	0.00023	11.705	0.083	0.966	0.968	0.002	0.483	0.039	0.000
26	13	0	1	0	0	115	0.0120	0.0088	0.00023	9.133	0.077	0.703	0.920	0.217	0.417	0.177	0.000
37	13	0	1	0	0	110	0.0120	0.0088	0.00023	54.030	0.018	0.976	0.977	0.001	0.417	0.020	0.000
21	12	0	1	0	0	151	0.0120	0.0088	0.00023	31.765	0.038	1.207	1.209	0.001	0.467	0.116	0.000
39	13	0	1	0	0	115	0.0120	0.0088	0.00023	19.883	0.052	1.026	1.027	0.001	0.350	0.042	0.000
46	13	0	1	0	0	110	0.0120	0.0088	0.00023	11.609	0.077	0.898	0.899	0.001	0.450	0.044	0.000
45	13	0	1	0	0	123	0.0120	0.0088	0.00023	33.259	0.029	0.958	0.959	0.001	0.467	0.028	0.000
41	13	0	1	0	0	126	0.0120	0.0088	0.00023	23.850	0.041	0.975	0.976	0.001	0.483	0.033	0.000
18	13	0	1	0	0	132	0.0120	0.0088	0.00023	10.058	0.083	0.835	0.866	0.031	0.417	0.056	0.000
43	13	0	1	0	0	121	0.0120	0.0088	0.00023	62.978	0.015	0.974	0.975	0.001	0.483	0.034	0.000
47	13	0	1	0	0	131	0.0120	0.0088	0.00023	13.012	0.072	0.933	0.934	0.001	0.467	0.052	0.000
1	14	0	1	0	0	116	0.0120	0.0088	0.00023	14.743	0.066	0.973	0.981	0.008	0.400	0.032	0.000
4	14	0	1	0	0	110	0.0120	0.0088	0.00023	14.552	0.066	0.958	0.959	0.001	0.367	0.031	0.000
3	14	0	1	0	0	113	0.0120	0.0088	0.00023	23.871	0.041	0.980	0.983	0.002	0.433	0.033	0.000
6	14	0	1	0	0	101	0.0120	0.0088	0.00023	9.088	0.111	1.007	1.045	0.038	0.400	0.061	0.000
49	13	0	1	0	0	125	0.0120	0.0088	0.00023	33.814	0.031	1.037	1.043	0.007	0.433	0.038	0.000
25	12	0	1	0	0	151	0.0120	0.0088	0.00023	19.330	0.047	0.905	0.906	0.001	0.517	0.115	0.000
48	13	0	1	0	0	113	0.0120	0.0088	0.00023	11.043	0.084	0.926	0.927	0.001	0.417	0.045	0.000
44	13	0	1	0	0	113	0.0120	0.0088	0.00023	10.465	0.082	0.860	0.978	0.118	0.383	0.060	0.000
40	13	0	1	0	0	145	0.0120	0.0088	0.00023	20.839	0.051	1.070	1.080	0.010	0.517	0.099	0.000
11	14	0	1	0	0	107	0.0120	0.0088	0.00023	11.640	0.075	0.878	0.910	0.032	0.500	0.025	0.000
29	13	0	1	0	0	131	0.0120	0.0088	0.00023	37.383	0.028	1.034	1.035	0.001	0.517	0.153	0.000
44	12	0	1	0	0	137	0.0120	0.0088	0.00023	27.867	0.031	0.869	0.870	0.001	0.433	0.101	0.000
18	14	0	0	1	0	26	0.0120	0.0088	0.00023	0.000	0.014	0.000	0.000	0.000	0.233	0.032	0.000
5	14	0	1	0	0	117	0.0120	0.0088	0.00023	74.035	0.014	1.047	1.048	0.001	0.400	0.031	0.000
13	14	0	1	0	0	110	0.0120	0.0088	0.00023	15.413	0.066	1.024	1.038	0.014	0.383	0.025	0.000
15	14	0	1	0	0	117	0.0120	0.0088	0.00023	18.369	0.055	1.002	1.004	0.002	0.450	0.034	0.000
27	14	0	0	1	0	26	0.0120	0.0088	0.00023	0.000	0.014	0.000	0.000	0.000	0.233	0.032	0.000
33	11	0	1	0	0	195	0.0120	0.0088	0.00023	0.468	0.492	0.230	1.220	0.990	0.983	0.194	0.000
21	14	0	1	0	0	112	0.0120	0.0088	0.00023	8.752	0.119	1.038	1.039	0.001	0.450	0.047	0.000
12	14	0	1	0	0	123	0.0120	0.0088	0.00023	3.680	0.274	1.007	1.008	0.001	0.533	0.139	0.000
20	14	0	1	0	0	121	0.0120	0.0088	0.00023	11.736	0.084	0.981	0.993	0.012	0.417	0.042	0.000
23	14	0	1	0	0	116	0.0120	0.0088	0.00023	7.934	0.117	0.931	0.932	0.001	0.400	0.047	0.000
17	12	0	1	0	0	161	0.0120	0.0088	0.00023	12.041	0.069	0.835	0.912	0.077	0.583	0.093	0.000
24	14	0	1	0	0	115	0.0120	0.0088	0.00023	13.886	0.070	0.970	0.994	0.024	0.417	0.052	0.000
26	14	0	1	0	0	112	0.0120	0.0088	0.00023	52.535	0.019	1.019	1.020	0.001	0.467	0.029	0.000
2	14	0	1	0	0	126	0.0120	0.0088	0.00023	21.241	0.045	0.964	0.965	0.001	0.467	0.121	0.000
32	14	0	1	0	0	110	0.0120	0.0088	0.00023	12.654	0.074	0.934	0.956	0.022	0.417	0.027	0.000
43	14	0	0	1	0	26	0.0120	0.0088	0.00023	0.000	0.014	0.000	0.000	0.000	0.233	0.032	0.000
33	14	0	1	0	0	124	0.0120	0.0088	0.00023	55.115	0.017	0.955	0.980	0.025	0.550	0.041	0.000
39	14	0	1	0	0	118	0.0120	0.0088	0.00023	10.995	0.086	0.941	0.942	0.001	0.433	0.028	0.000
22	14	0	1	0	0	113	0.0120	0.0088	0.00023	17.988	0.048	0.864	0.865	0.001	0.467	0.074	0.000
40	14	0	1	0	0	120	0.0120	0.0088	0.00023	27.130	0.034	0.931	0.932	0.001	0.517	0.036	0.000
29	14	0	1	0	0	122	0.0120	0.0088	0.00023	21.138	0.054	1.146	1.148	0.001	0.450	0.109	0.000
44	14	0	1	0	0	106	0.0120	0.0088	0.00023	17.452	0.061	1.056	1.057	0.001	0.417	0.025	0.000
38	13	0	1	0	0	148	0.0120	0.0088	0.00023	16.139	0.069	1.113	1.114	0.001	0.683	0.163	0.000
38	14	0	1	0	0	127	0.0120	0.0088	0.00023	11.792	0.082	0.963	0.964	0.001	0.400	0.083	0.000
41	14	0	1	0	0	110	0.0120	0.0088	0.00023	14.346	0.062	0.886	0.887	0.001	0.333	0.047	0.000
9	14	0	1	0	0	127	0.0120	0.0088	0.00023	16.063	0.058	0.929	0.946	0.017	0.483	0.037	0.000
1	10	0	1	0	0	199	0.0120	0.0088	0.00023	11.342	0.115	1.309	1.310	0.001	0.850	0.150	0.000
45	14	0	1	0	0	120	0.0120	0.0088	0.00023	17.912	0.051	0.922	0.940	0.018	0.433	0.048	0.000
1	15	0	1	0	0	111	0.0120	0.0088	0.00023	14.875	0.072	1.066	1.067	0.001	0.367	0.035	0.000
3	15	0	1	0	0	108	0.0120	0.0088	0.00023	14.368	0.070	1.007	1.016	0.009	0.433	0.036	0.000
0	15	0	1	0	0	117	0.0120	0.0088	0.00023	22.606	0.048	1.084	1.085	0.001	0.450	0.041	0.000
7	15	0	1	0	0	110	0.0120	0.0088	0.00023	11.351	0.088	0.999	1.028	0.029	0.467	0.024	0.000
46	14	0	1	0	0	120	0.0120	0.0088	0.00023	13.627	0.063	0.852	0.853	0.001	0.433	0.040	0.000
12	15	0	0	1	0	26	0.0120	0.0088	0.00023	0.000	0.014	0.000	0.000	0.000	0.233	0.032	0.000
9	15	0	1	0	0	108	0.0120	0.0088	0.00023	25.484	0.041	1.032	1.041	0.009	0.400	0.030	0.000
48	14	0	1	0	0	149	0.0120	0.0088	0.00023	6.104	0.148	0.902	0.971	0.069	0.533	0.126	0.000
16	15	0	1	0	0	105	0.0120	0.0088	0.00023	11.252	0.085	0.954	0.987	0.034	0.383	0.036	0.000
15	15	0	1	0	0	106	0.0120	0.0088	0.00023	52.236	0.018	0.926	0.932	0.005	0.383	0.038	0.000
17	13	0	1	0	0	157	0.0120	0.0088	0.00023	14.538	0.077	1.124	1.125	0.001	0.567	0.151	0.000
4	15	0	1	0	0	121	0.0120	0.0088	0.00023	11.572	0.086	0.991	0.998	0.007	0.500	0.025	0.000
8	15	0	1	0	0	148	0.0120	0.0088	0.00023	10.261	0.084	0.867	1.000	0.133	0.450	0.164	0.000
3	12	0	1	0	0	190	0.0120	0.0088	0.00023	9.378	0.115	1.080	1.164	0.083	0.767	0.165	0.000
20	15	0	1	0	0	122	0.0120	0.0088	0.00023	10.039	0.091	0.913	0.937	0.024	0.450	0.080	0.000
19	14	0	1	0	0	133	0.0120	0.0088	0.00023	16.310	0.060	0.985	0.986	0.001	0.483	0.082	0.000
22	15	0	1	0	0	110	0.0120	0.0088	0.00023	16.155	0.056	0.908	0.924	0.015	0.483	0.032	0.000
49	14	0	1	0	0	137	0.0120	0.0088	0.00023	69.011	0.015	1.042	1.043	0.001	0.483	0.129	0.000
21	15	0	1	0	0	122	0.0120	0.0088	0.00023	14.673	0.066	0.962	0.963	0.001	0.450	0.046	0.000
24	15	0	1	0	0	107	0.0120	0.0088	0.00023	21.530	0.044	0.957	0.965	0.008	0.433	0.036	0.000
25	15	0	1	0	0	104	0.0120	0.0088	0.00023	18.378	0.066	1.218	1.219	0.001	0.400	0.051	0.000
29	15	0	1	0	0	109	0.0120	0.0088	0.00023	20.552	0.052	1.067	1.068	0.001	0.417	0.027	0.000
27	15	0	1	0	0	116	0.0120	0.0088	0.00023	26.532	0.032	0.858	0.892	0.034	0.467	0.074	0.000
36	15	0	1	0	0	112	0.0120	0.0088	0.00023	27.870	0.034	0.959	0.960	0.001	0.467	0.031	0.000
35	15	0	1	0	0	111	0.0120	0.0088	0.00023	56.003	0.019	1.059	1.060	0.001	0.417	0.024	0.000
30	15	0	1	0	0	118	0.0120	0.0088	0.00023	9.660	0.102	0.988	0.989	0.001	0.433	0.028	0.000
33	15	0	1	0	0	114	0.0120	0.0088	0.00023	69.908	0.015	1.018	1.019	0.001	0.367	0.022	0.000
41	15	0	1	0	0	108	0.0120	0.0088	0.00023	21.016	0.043	0.907	0.908	0.001	0.383	0.035	0.000
40	15	0	1	0	0	121	0.0120	0.0088	0.00023	24.562	0.043	1.053	1.073	0.020	0.533	0.042	0.000
16	14	0	1	0	0	145	0.0120	0.0088	0.00023	14.130	0.072	1.020	1.021	0.001	0.483	0.180	0.000
44	15	0	1	0	0	122	0.0120	0.0088	0.00023	9.638	0.101	0.969	0.992	0.023	0.517	0.045	0.000
42	11	0	1	0	0	187	0.0120	0.0088	0.00023	11.300	0.096	1.086	1.116	0.030	0.800	0.184	0.000
46	15	0	1	0	0	125	0.0120	0.0088	0.00023	27.058	0.036	0.981	0.982	0.001	0.483	0.027	0.000
17	15	0	1	0	0	145	0.0120	0.0088	0.00023	65.538	0.014	0.927	0.928	0.001	0.450	0.048	0.000
34	15	0	1	0	0	126	0.0120	0.0088	0.00023	16.278	0.060	0.970	0.971	0.001	0.383	0.041	0.000
47	15	0	1	0	0	116	0.0120	0.0088	0.00023	9.466	0.095	0.895	0.935	0.040	0.417	0.039	0.000
46	11	0	1	0	0	184	0.0120	0.0088	0.00023	20.472	0.057	1.172	1.173	0.001	0.733	0.170	0.000
0	16	0	1	0	0	109	0.0120	0.0088	0.00023	33.062	0.031	1.021	1.026	0.004	0.417	0.041	0.000
1	16	0	1	0	0	122	0.0120	0.0088	0.00023	19.559	0.051	1.007	1.008	0.001	0.383	0.029	0.000
18	15	0	1	0	0	144	0.0120	0.0088	0.00023	13.442	0.078	1.052	1.053	0.001	0.533	0.098	0.000
4	16	0	1	0	0	114	0.0120	0.0088	0.00023	11.505	0.089	1.025	1.026	0.001	0.450	0.037	0.000
9	16	0	1	0	0	117	0.0120	0.0088	0.00023	19.920	0.048	0.959	0.963	0.004	0.500	0.038	0.000
6	16	0	1	0	0	116	0.0120	0.0088	0.00023	19.441	0.052	1.011	1.013	0.003	0.433	0.025	0.000
43	15	0	1	0	0	137	0.0120	0.0088	0.00023	26.529	0.036	0.959	0.976	0.017	0.433	0.033	0.000
42	13	0	1	0	0	194	0.0120	0.0088	0.00023	7.109	0.131	0.934	1.081	0.146	0.883	0.184	0.000
15	16	0	1	0	0	110	0.0120	0.0088	0.00023	18.567	0.050	0.936	0.937	0.001	0.417	0.028	0.000
34	14	0	1	0	0	148	0.0120	0.0088	0.00023	22.693	0.054	1.227	1.229	0.001	0.517	0.153	0.000
17	16	0	1	0	0	121	0.0120	0.0088	0.00023	47.620	0.020	0.966	0.967	0.001	0.483	0.034	0.000
16	16	0	1	0	0	114	0.0120	0.0088	0.00023	13.045	0.075	0.984	0.985	0.001	0.450	0.030	0.000
10	16	0	1	0	0	136	0.0120	0.0088	0.00023	21.499	0.047	1.020	1.021	0.001	0.483	0.037	0.000
24	16	0	1	0	0	104	0.0120	0.0088	0.00023	8.726	0.123	1.070	1.071	0.001	0.350	0.046	0.000
18	16	0	1	0	0	113	0.0120	0.0088	0.00023	8.980	0.104	0.936	0.937	0.001	0.433	0.040	0.000
20	16	0	1	0	0	111	0.0120	0.0088	0.00023	22.840	0.045	1.026	1.030	0.004	0.417	0.037	0.000
22	16	0	1	0	0	139	0.0120	0.0088	0.00023	19.846	0.050	0.992	0.993	0.001	0.417	0.057	0.000
41	12	0	1	0	0	219	0.0120	0.0088	0.00023	8.566	0.105	0.903	1.202	0.299	0.733	0.154	0.000
38	15	0	1	0	0	151	0.0120	0.0088	0.00023	12.831	0.083	1.070	1.084	0.014	0.450	0.104	0.000
29	16	0	1	0	0	118	0.0120	0.0088	0.00023	14.069	0.068	0.952	0.958	0.005	0.400	0.036	0.000
28	16	0	1	0	0	126	0.0120	0.0088	0.00023	36.001	0.031	1.102	1.103	0.001	0.517	0.033	0.000
2	15	0	1	0	0	156	0.0120	0.0088	0.00023	9.174	0.123	1.125	1.165	0.040	0.550	0.164	0.000
45	16	0	0	1	0	26	0.0120	0.0088	0.00023	0.000	0.014	0.000	0.000	0.000	0.233	0.032	0.000
36	16	0	1	0	0	112	0.0120	0.0088	0.00023	28.956	0.035	1.003	1.004	0.001	0.433	0.037	0.000
32	16	0	1	0	0	132	0.0120	0.0088	0.00023	37.214	0.027	0.998	0.999	0.001	0.533	0.030	0.000
22	13	0	1	0	0	186	0.0120	0.0088	0.00023	8.351	0.134	1.116	1.204	0.088	0.767	0.160	0.000
38	16	0	1	0	0	129	0.0120	0.0088	0.00023	20.250	0.044	0.888	0.897	0.009	0.483	0.035	0.000
39	16	0	1	0	0	132	0.0120	0.0088	0.00023	14.980	0.056	0.836	0.848	0.012	0.483	0.067	0.000
48	16	0	1	0	0	111	0.0120	0.0088	0.00023	16.525	0.057	0.937	0.953	0.016	0.417	0.028	0.000
14	16	0	1	0	0	133	0.0120	0.0088	0.00023	14.006	0.065	0.912	0.945	0.034	0.467	0.045	0.000
33	16	0	1	0	0	142	0.0120	0.0088	0.00023	8.418	0.106	0.893	0.928	0.036	0.433	0.094	0.000
19	15	0	1	0	0	146	0.0120	0.0088	0.00023	11.900	0.092	1.100	1.101	0.002	0.567	0.164	0.000
49	16	0	1	0	0	115	0.0120	0.0088	0.00023	11.992	0.076	0.909	0.957	0.048	0.450	0.050	0.000
47	16	0	1	0	0	123	0.0120	0.0088	0.00023	32.045	0.033	1.049	1.055	0.006	0.467	0.038	0.000
48	15	0	1	0	0	153	0.0120	0.0088	0.00023	21.808	0.055	1.199	1.201	0.001	0.583	0.147	0.000
6	17	0	1	0	0	119	0.0120	0.0088	0.00023	15.321	0.067	1.023	1.031	0.008	0.417	0.026	0.000
2	17	0	1	0	0	115	0.0120	0.0088	0.00023	25.611	0.037	0.935	0.945	0.010	0.450	0.029	0.000
40	16	0	1	0	0	139	0.0120	0.0088	0.00023	12.320	0.080	0.980	0.981	0.001	0.467	0.058	0.000
42	16	0	1	0	0	110	0.0120	0.0088	0.00023	32.093	0.032	1.014	1.015	0.001	0.400	0.025	0.000
0	17	0	1	0	0	153	0.0120	0.0088	0.00023	9.963	0.101	1.006	1.008	0.002	0.467	0.032	0.000
31	16	0	1	0	0	144	0.0120	0.0088	0.00023	11.723	0.069	0.809	0.829	0.020	0.400	0.070	0.000
30	16	0	1	0	0	192	0.0120	0.0088	0.00023	8.613	0.125	1.074	1.076	0.001	0.817	0.180	0.000
41	16	0	1	0	0	149	0.0120	0.0088	0.00023	34.199	0.034	1.165	1.166	0.001	0.583	0.152	0.000
8	17	0	1	0	0	114	0.0120	0.0088	0.00023	17.626	0.059	1.034	1.061	0.027	0.367	0.029	0.000
12	17	0	1	0	0	126	0.0120	0.0088	0.00023	13.113	0.074	0.976	1.024	0.048	0.467	0.044	0.000
14	17	0	1	0	0	114	0.0120	0.0088	0.00023	12.177	0.082	1.002	1.003	0.001	0.467	0.042	0.000
18	17	0	1	0	0	118	0.0120	0.0088	0.00023	16.146	0.060	0.975	0.988	0.012	0.483	0.030	0.000
26	17	0	1	0	0	110	0.0120	0.0088	0.00023	30.847	0.031	0.946	0.947	0.001	0.433	0.022	0.000
15	17	0	1	0	0	124	0.0120	0.0088	0.00023	35.374	0.027	0.965	0.966	0.001	0.483	0.054	0.000
20	17	0	1	0	0	121	0.0120	0.0088	0.00023	13.915	0.073	1.021	1.023	0.001	0.400	0.045	0.000
30	17	0	1	0	0	106	0.0120	0.0088	0.00023	48.807	0.020	0.957	0.958	0.001	0.450	0.043	0.000
29	17	0	1	0	0	115	0.0120	0.0088	0.00023	10.459	0.089	0.930	0.931	0.001	0.450	0.041	0.000
5	16	0	1	0	0	138	0.0120	0.0088	0.00023	25.287	0.048	1.218	1.219	0.001	0.450	0.112	0.000
3	16	0	1	0	0	168	0.0120	0.0088	0.00023	8.694	0.119	1.035	1.078	0.043	0.667	0.161	0.000
10	17	0	1	0	0	120	0.0120	0.0088	0.00023	11.494	0.079	0.912	0.913	0.001	0.467	0.056	0.000
34	17	0	1	0	0	107	0.0120	0.0088	0.00023	14.022	0.067	0.946	0.947	0.001	0.450	0.039	0.000
36	17	0	1	0	0	109	0.0120	0.0088	0.00023	27.121	0.035	0.948	0.949	0.001	0.417	0.037	0.000
23	17	0	1	0	0	116	0.0120	0.0088	0.00023	22.061	0.039	0.854	0.863	0.009	0.433	0.057	0.000
38	17	0	1	0	0	122	0.0120	0.0088	0.00023	17.641	0.056	0.983	0.990	0.006	0.417	0.048	0.000
40	17	0	1	0	0	103	0.0120	0.0088	0.00023	14.832	0.058	0.861	0.885	0.024	0.417	0.050	0.000
31	17	0	1	0	0	127	0.0120	0.0088	0.00023	15.446	0.062	0.964	0.966	0.001	0.400	0.042	0.000
33	17	0	1	0	0	120	0.0120	0.0088	0.00023	13.489	0.069	0.932	0.933	0.001	0.433	0.033	0.000
41	17	0	1	0	0	113	0.0120	0.0088	0.00023	13.317	0.072	0.955	0.956	0.001	0.400	0.023	0.000
26	16	0	1	0	0	143	0.0120	0.0088	0.00023	30.301	0.037	1.115	1.116	0.001	0.533	0.127	0.000
39	17	0	1	0	0	119	0.0120	0.0088	0.00023	22.331	0.045	0.997	0.998	0.001	0.350	0.031	0.000
42	17	0	1	0	0	123	0.0120	0.0088	0.00023	16.669	0.065	1.080	1.081	0.001	0.433	0.036	0.000
44	17	0	1	0	0	110	0.0120	0.0088	0.00023	12.240	0.082	1.005	1.006	0.001	0.450	0.029	0.000
43	17	0	1	0	0	111	0.0120	0.0088	0.00023	47.258	0.020	0.964	0.965	0.001	0.417	0.038	0.000
46	17	0	1	0	0	106	0.0120	0.0088	0.00023	15.716	0.060	0.944	0.949	0.006	0.400	0.058	0.000
45	17	0	1	0	0	128	0.0120	0.0088	0.00023	16.553	0.058	0.964	0.965	0.001	0.450	0.037	0.000
48	17	0	1	0	0	111	0.0120	0.0088	0.00023	14.069	0.070	0.986	0.987	0.001	0.433	0.033	0.000
6	18	0	0	1	0	26	0.0120	0.0088	0.00023	0.000	0.014	0.000	0.000	0.000	0.233	0.032	0.000
11	17	0	1	0	0	147	0.0120	0.0088	0.00023	26.892	0.039	1.048	1.062	0.014	0.533	0.096	0.000
30	14	0	1	0	0	182	0.0120	0.0088	0.00023	23.584	0.050	1.178	1.180	0.001	0.750	0.174	0.000
5	17	0	1	0	0	138	0.0120	0.0088	0.00023	18.593	0.056	1.037	1.061	0.024	0.433	0.122	0.000
0	18	0	1	0	0	118	0.0120	0.0088	0.00023	26.691	0.033	0.894	0.900	0.006	0.467	0.042	0.000
4	18	0	1	0	0	110	0.0120	0.0088	0.00023	33.673	0.028	0.944	0.954	0.011	0.433	0.030	0.000
2	18	0	1	0	0	115	0.0120	0.0088	0.00023	11.108	0.089	0.992	0.993	0.001	0.500	0.045	0.000
25	14	0	1	0	0	179	0.0120	0.0088	0.00023	1.541	0.313	0.482	0.922	0.440	0.833	0.220	0.000
7	18	0	1	0	0	112	0.0120	0.0088	0.00023	22.744	0.043	0.982	0.983	0.002	0.417	0.026	0.000
9	18	0	1	0	0	113	0.0120	0.0088	0.00023	21.941	0.043	0.949	0.956	0.006	0.467	0.062	0.000
10	18	0	1	0	0	110	0.0120	0.0088	0.00023	13.667	0.064	0.873	0.874	0.001	0.400	0.030	0.000
12	18	0	1	0	0	115	0.0120	0.0088	0.00023	21.341	0.045	0.967	0.969	0.001	0.483	0.046	0.000
13	18	0	1	0	0	110	0.0120	0.0088	0.00023	39.088	0.026	1.027	1.034	0.007	0.400	0.022	0.000
11	18	0	1	0	0	119	0.0120	0.0088	0.00023	23.504	0.044	1.032	1.033	0.001	0.483	0.126	0.000
14	18	0	1	0	0	116	0.0120	0.0088	0.00023	27.178	0.035	0.947	0.955	0.008	0.483	0.023	0.000
25	16	0	1	0	0	151	0.0120	0.0088	0.00023	46.634	0.022	1.029	1.030	0.001	0.683	0.156	0.000
35	17	0	1	0	0	140	0.0120	0.0088	0.00023	22.001	0.044	0.964	0.965	0.001	0.417	0.038	0.000
27	17	0	1	0	0	128	0.0120	0.0088	0.00023	9.809	0.098	0.958	0.959	0.001	0.383	0.069	0.000
17	18	0	1	0	0	109	0.0120	0.0088	0.00023	18.095	0.056	1.020	1.021	0.001	0.383	0.033	0.000
7	17	0	1	0	0	138	0.0120	0.0088	0.00023	12.504	0.089	1.107	1.108	0.001	0.467	0.095	0.000
20	18	0	1	0	0	124	0.0120	0.0088	0.00023	17.718	0.061	1.077	1.078	0.001	0.500	0.046	0.000
21	18	0	1	0	0	112	0.0120	0.0088	0.00023	17.930	0.053	0.957	0.958	0.001	0.483	0.043	0.000
29	18	0	1	0	0	114	0.0120	0.0088	0.00023	18.991	0.048	0.913	0.918	0.005	0.417	0.025	0.000
15	18	0	1	0	0	137	0.0120	0.0088	0.00023	7.313	0.134	0.982	0.983	0.001	0.450	0.031	0.000
22	18	0	1	0	0	112	0.0120	0.0088	0.00023	40.724	0.025	1.015	1.016	0.001	0.433	0.036	0.000
49	17	0	1	0	0	125	0.0120	0.0088	0.00023	14.478	0.070	1.012	1.021	0.010	0.350	0.058	0.000
30	18	0	1	0	0	110	0.0120	0.0088	0.00023	56.864	0.017	0.947	0.948	0.001	0.417	0.042	0.000
36	18	0	1	0	0	113	0.0120	0.0088	0.00023	13.576	0.075	1.013	1.014	0.001	0.350	0.033	0.000
34	18	0	1	0	0	115	0.0120	0.0088	0.00023	11.088	0.084	0.927	0.928	0.001	0.450	0.055	0.000
35	18	0	1	0	0	115	0.0120	0.0088	0.00023	21.212	0.042	0.899	0.910	0.011	0.367	0.036	0.000
24	18	0	1	0	0	124	0.0120	0.0088	0.00023	12.808	0.083	1.060	1.061	0.001	0.417	0.050	0.000
18	18	0	1	0	0	128	0.0120	0.0088	0.00023	10.387	0.102	1.058	1.059	0.001	0.417	0.039	0.000
41	18	0	1	0	0	116	0.0120	0.0088	0.00023	13.174	0.072	0.946	0.947	0.001	0.433	0.079	0.000
0	19	0	0	1	0	26	0.0120	0.0088	0.00023	0.000	0.014	0.000	0.000	0.000	0.233	0.032	0.000
19	18	0	1	0	0	113	0.0120	0.0088	0.00023	62.907	0.015	0.939	0.940	0.001	0.450	0.039	0.000
49	18	0	1	0	0	129	0.0120	0.0088	0.00023	19.447	0.050	0.976	0.977	0.001	0.400	0.028	0.000
38	18	0	1	0	0	114	0.0120	0.0088	0.00023	47.123	0.021	0.985	0.987	0.001	0.433	0.024	0.000
47	18	0	1	0	0	115	0.0120	0.0088	0.00023	15.429	0.058	0.896	0.935	0.039	0.450	0.052	0.000
5	15	0	1	0	0	174	0.0120	0.0088	0.00023	12.807	0.079	1.006	1.102	0.097	0.750	0.181	0.000
3	19	0	1	0	0	110	0.0120	0.0088	0.00023	10.904	0.093	1.014	1.015	0.001	0.400	0.062	0.000
39	18	0	1	0	0	121	0.0120	0.0088	0.00023	13.610	0.066	0.902	0.903	0.001	0.467	0.051	0.000
45	18	0	1	0	0	133	0.0120	0.0088	0.00023	10.969	0.091	0.994	0.995	0.001	0.450	0.031	0.000
