col	row	region_id	res_old	res_new	ppf	ppf2	ssq	cf	ie	dr	used_in_est	clonal
41	14	0	0.0069	0.0619	0.2812	0.3667	0.7450	0.0133	0.0096	0.0002	1	1
38	13	0	0.0273	0.1083	0.5625	0.8333	5.1136	0.0300	0.0131	0.0002	0	1
5	16	0	0.0248	0.1488	0.3750	0.6333	3.7493	0.0300	0.0151	0.0002	0	1
0	16	0	0.0048	0.0799	0.4375	0.4500	1.0212	0.0127	0.0174	0.0002	1	1
6	16	0	0.0007	0.0248	0.4062	0.4167	0.4261	0.0124	0.0060	0.0002	1	1
9	16	0	0.0020	0.0295	0.4688	0.5833	1.2623	0.0060	0.0094	0.0002	1	1
9	14	0	0.0027	0.0522	0.5000	0.5667	1.2305	0.0300	0.0102	0.0002	0	1
15	16	0	0.0014	0.0156	0.4062	0.4167	0.4765	0.0021	0.0052	0.0002	1	1
14	16	0	0.0045	0.0349	0.4688	0.5833	2.1663	0.0000	0.0124	0.0002	0	1
4	16	0	0.0009	0.0341	0.4688	0.4667	1.4210	0.0064	0.0056	0.0002	1	1
16	16	0	0.0016	0.0320	0.4375	0.4833	0.9074	0.0023	0.0058	0.0002	1	1
20	14	0	0.0009	0.0306	0.4375	0.4667	2.0352	0.0141	0.0107	0.0002	1	1
12	16	0	0.0336	0.1571	0.6875	0.9500	5.7922	0.0300	0.0300	0.0002	0	1
18	16	0	0.0024	0.0489	0.4688	0.4333	1.0568	0.0074	0.0091	0.0002	1	1
17	16	0	0.0021	0.0402	0.4688	0.4333	0.4403	0.0027	0.0071	0.0002	1	1
24	16	0	0.0028	0.0238	0.3750	0.3667	0.5412	0.0044	0.0105	0.0002	1	1
19	14	0	0.0238	0.1609	0.5000	0.6667	5.1781	0.0300	0.0213	0.0002	0	1
20	16	0	0.0031	0.0432	0.4688	0.4000	1.0041	0.0011	0.0070	0.0002	1	1
10	16	0	0.0014	0.0319	0.5000	0.5167	1.5760	0.0000	0.0109	0.0002	0	1
29	16	0	0.0059	0.0547	0.4375	0.4667	0.9911	0.0300	0.0050	0.0002	0	1
30	16	0	0.0346	0.2026	0.8125	0.9500	4.5394	0.0300	0.0122	0.0002	0	1
26	16	0	0.0239	0.1478	0.5000	0.7167	4.3912	0.0300	0.0300	0.0002	0	1
35	16	0	0.0442	0.2263	0.7188	0.9667	4.3570	0.0300	0.0161	0.0002	0	1
25	16	0	0.0374	0.2136	0.7188	0.9167	4.7883	0.0300	0.0300	0.0002	0	1
39	16	0	0.0119	0.0915	0.5000	0.6333	2.7853	0.0300	0.0129	0.0002	0	1
36	16	0	0.0030	0.0310	0.4688	0.4333	0.3259	0.0006	0.0050	0.0002	1	1
33	16	0	0.0122	0.1206	0.4062	0.6000	3.2657	0.0081	0.0113	0.0002	1	1
48	16	0	0.0016	0.0157	0.3438	0.4167	0.3773	0.0000	0.0101	0.0002	0	1
40	16	0	0.0039	0.0496	0.4688	0.4500	0.9135	0.0300	0.0018	0.0002	0	1
42	16	0	0.0030	0.0166	0.3438	0.4333	1.3794	0.0123	0.0061	0.0002	1	1
38	16	0	0.0089	0.0612	0.5312	0.4833	0.8865	0.0300	0.0014	0.0002	0	1
6	17	0	0.0007	0.0239	0.4062	0.4500	0.8563	0.0000	0.0111	0.0002	0	1
5	17	0	0.1813	0.2249	0.3750	0.6167	5.0371	0.0300	0.0300	0.0002	0	1
2	17	0	0.0021	0.0307	0.4688	0.4833	0.8819	0.0063	0.0057	0.0002	1	1
4	15	0	0.0015	0.0506	0.4688	0.5833	1.6022	0.0082	0.0053	0.0002	1	1
7	17	0	0.0233	0.1149	0.5000	0.6833	4.4891	0.0251	0.0130	0.0002	1	1
9	17	0	0.0279	0.1527	0.6875	0.9333	5.6027	0.0300	0.0300	0.0002	0	1
15	17	0	0.0051	0.0542	0.4375	0.6000	2.0730	0.0152	0.0110	0.0002	1	1
12	17	0	0.0020	0.0299	0.5312	0.4833	1.3099	0.0000	0.0068	0.0002	0	1
17	15	0	0.0040	0.0378	0.4062	0.4667	0.8489	0.0108	0.0057	0.0002	1	1
0	17	0	0.0010	0.0198	0.4688	0.5167	0.4946	0.0057	0.0049	0.0002	1	1
11	17	0	0.0185	0.0930	0.5312	0.6667	3.5474	0.0300	0.0073	0.0002	0	1
23	17	0	0.0137	0.0903	0.4688	0.5000	3.0624	0.0000	0.0004	0.0002	0	1
26	17	0	0.0023	0.0399	0.4375	0.4833	0.8107	0.0000	0.0061	0.0002	0	1
41	16	0	0.0262	0.1511	0.5312	0.6667	4.8122	0.0300	0.0156	0.0002	0	1
14	17	0	0.0006	0.0196	0.4062	0.4667	0.4383	0.0041	0.0100	0.0002	1	1
41	15	0	0.0035	0.0566	0.3750	0.3500	0.8550	0.0122	0.0063	0.0002	1	1
20	17	0	0.0156	0.1238	0.5000	0.5333	4.0349	0.0113	0.0259	0.0002	1	1
29	17	0	0.0023	0.0374	0.4688	0.4167	0.9413	0.0000	0.0064	0.0002	0	1
24	17	0	0.0259	0.0890	0.5312	0.8667	6.1843	0.0300	0.0300	0.0002	0	1
30	17	0	0.0041	0.0613	0.4375	0.5167	1.4640	0.0012	0.0160	0.0002	1	1
31	17	0	0.0033	0.0284	0.4375	0.4333	1.1913	0.0010	0.0062	0.0002	1	1
31	16	0	0.0085	0.0936	0.4375	0.5500	2.2693	0.0023	0.0088	0.0002	1	1
36	17	0	0.0086	0.0597	0.4062	0.4167	0.9050	0.0000	0.0062	0.0002	0	1
47	15	0	0.0062	0.0735	0.4062	0.4500	1.2023	0.0145	0.0085	0.0002	1	1
44	15	0	0.0057	0.0564	0.5312	0.5333	1.5975	0.0086	0.0125	0.0002	1	1
34	17	0	0.0013	0.0309	0.4688	0.4500	1.0163	0.0077	0.0068	0.0002	1	1
8	17	0	0.0013	0.0313	0.3750	0.3833	1.0047	0.0000	0.0187	0.0002	0	1
35	17	0	0.0027	0.0292	0.4375	0.4500	0.7506	0.0024	0.0024	0.0002	1	1
43	15	0	0.0035	0.0417	0.4062	0.5167	1.7182	0.0178	0.0087	0.0002	1	1
32	17	0	0.0360	0.2223	0.5312	0.8667	5.6866	0.0300	0.0300	0.0002	0	1
39	17	0	0.0017	0.0314	0.3125	0.3833	0.7520	0.0015	0.0081	0.0002	1	1
41	17	0	0.0016	0.0332	0.4062	0.4333	0.8608	0.0134	0.0107	0.0002	1	1
44	17	0	0.0017	0.0230	0.4375	0.4667	0.4231	0.0006	0.0061	0.0002	1	1
46	17	0	0.0112	0.0765	0.3438	0.4833	1.9683	0.0288	0.0141	0.0002	1	1
3	16	0	0.0367	0.1320	0.6875	0.9167	4.8817	0.0300	0.0013	0.0002	0	1
38	17	0	0.0035	0.0502	0.4062	0.4667	0.7084	0.0147	0.0020	0.0002	1	1
49	17	0	0.0055	0.0486	0.3125	0.5000	2.3008	0.0300	0.0247	0.0002	0	1
0	18	0	0.0049	0.0412	0.4062	0.5167	1.1346	0.0112	0.0046	0.0002	1	1
43	17	0	0.0015	0.0456	0.3750	0.4167	0.8281	0.0089	0.0136	0.0002	1	1
2	18	0	0.0032	0.0512	0.4062	0.5833	1.8737	0.0045	0.0158	0.0002	1	1
12	18	0	0.0022	0.0442	0.4688	0.5500	1.4233	0.0000	0.0102	0.0002	0	1
10	18	0	0.0020	0.0430	0.3750	0.4000	0.4923	0.0030	0.0079	0.0002	1	1
7	18	0	0.0035	0.0420	0.4688	0.4167	0.8820	0.0040	0.0084	0.0002	1	1
4	18	0	0.0012	0.0221	0.5000	0.5000	1.3725	0.0029	0.0088	0.0002	1	1
14	18	0	0.0024	0.0207	0.4062	0.5167	0.4917	0.0150	0.0046	0.0002	1	1
48	15	0	0.0487	0.1842	0.5312	0.7167	4.1251	0.0300	0.0134	0.0002	0	1
19	15	0	0.0405	0.2504	0.6250	0.7167	5.1971	0.0300	0.0246	0.0002	0	1
15	18	0	0.0025	0.0255	0.4375	0.4333	0.3343	0.0073	0.0075	0.0002	1	1
28	16	0	0.0031	0.0421	0.5312	0.5667	1.9666	0.0087	0.0139	0.0002	1	1
45	17	0	0.0011	0.0413	0.4688	0.5333	1.0455	0.0146	0.0083	0.0002	1	1
18	18	0	0.0036	0.0378	0.3750	0.4833	1.3396	0.0000	0.0176	0.0002	0	1
32	16	0	0.0021	0.0374	0.5000	0.5833	1.5717	0.0140	0.0102	0.0002	1	1
49	16	0	0.0024	0.0462	0.4375	0.4500	1.2005	0.0107	0.0090	0.0002	1	1
20	18	0	0.0070	0.0365	0.4688	0.6000	2.6668	0.0273	0.0107	0.0002	1	1
21	18	0	0.0007	0.0407	0.5312	0.5333	1.8157	0.0000	0.0051	0.0002	0	1
22	16	0	0.0107	0.0724	0.4375	0.6000	2.9840	0.0271	0.0124	0.0002	1	1
24	18	0	0.0042	0.0649	0.3750	0.4833	0.8382	0.0090	0.0083	0.0002	1	1
47	16	0	0.0010	0.0231	0.5000	0.5167	1.7496	0.0040	0.0076	0.0002	1	1
22	18	0	0.0051	0.0639	0.4062	0.4833	2.2356	0.0062	0.0138	0.0002	1	1
30	18	0	0.0011	0.0215	0.3750	0.4000	0.6179	0.0001	0.0119	0.0002	1	1
31	18	0	0.0069	0.0499	0.4688	0.5000	0.8414	0.0060	0.0024	0.0002	1	1
32	18	0	0.0299	0.1236	0.4688	0.5833	4.1274	0.0300	0.0065	0.0002	0	1
36	18	0	0.0018	0.0306	0.3750	0.4167	0.5821	0.0097	0.0044	0.0002	1	1
40	17	0	0.0179	0.1085	0.4688	0.5000	1.5585	0.0000	0.0019	0.0002	0	1
41	18	0	0.0211	0.1073	0.5000	0.4667	1.9134	0.0300	0.0085	0.0002	0	1
38	18	0	0.0002	0.0111	0.4375	0.4500	0.4363	0.0006	0.0104	0.0002	1	1
34	18	0	0.0047	0.0453	0.5625	0.4833	0.8328	0.0000	0.0024	0.0002	0	1
39	18	0	0.0079	0.0489	0.4688	0.4667	1.2675	0.0234	0.0073	0.0002	1	1
10	17	0	0.0047	0.0623	0.4688	0.5167	2.0904	0.0207	0.0057	0.0002	1	1
47	18	0	0.0089	0.0693	0.4688	0.4833	1.4340	0.0056	0.0096	0.0002	1	1
33	17	0	0.0047	0.0374	0.4062	0.5333	1.2737	0.0060	0.0130	0.0002	1	1
45	18	0	0.0018	0.0406	0.4375	0.5000	1.1436	0.0118	0.0092	0.0002	1	1
48	18	0	0.0352	0.1921	0.4375	0.5333	3.2749	0.0000	0.0182	0.0002	0	1
42	18	0	0.0010	0.0318	0.4375	0.4500	1.0555	0.0114	0.0097	0.0002	1	1
3	19	0	0.0096	0.0785	0.4062	0.4667	1.5267	0.0064	0.0155	0.0002	1	1
49	18	0	0.0026	0.0380	0.4375	0.4333	0.9710	0.0000	0.0108	0.0002	0	1
18	17	0	0.0007	0.0211	0.4688	0.5000	1.1311	0.0162	0.0062	0.0002	1	1
6	19	0	0.0051	0.0748	0.3438	0.4667	1.8671	0.0000	0.0128	0.0002	0	1
11	18	0	0.0305	0.1534	0.5625	0.5833	2.9475	0.0049	0.0155	0.0002	1	1
4	19	0	0.0123	0.1558	0.5000	0.6833	3.7730	0.0300	0.0000	0.0002	0	1
16	18	0	0.0355	0.1640	0.4688	0.7667	4.6332	0.0000	0.0006	0.0002	0	1
9	18	0	0.0073	0.0524	0.5000	0.6000	2.9070	0.0300	0.0117	0.0002	0	1
16	19	0	0.0025	0.0354	0.5312	0.5667	1.5452	0.0000	0.0096	0.0002	0	1
10	19	0	0.0412	0.1887	0.5938	0.9167	5.8473	0.0300	0.0300	0.0002	0	1
19	19	0	0.0011	0.0370	0.3438	0.3833	0.4409	0.0153	0.0071	0.0002	1	1
18	19	0	0.0006	0.0487	0.4688	0.4333	0.7944	0.0000	0.0081	0.0002	0	1
12	19	0	0.0095	0.0459	0.4062	0.4167	0.8062	0.0000	0.0295	0.0002	0	1
48	17	0	0.0022	0.0311	0.4062	0.4833	1.0028	0.0102	0.0059	0.0002	1	1
20	19	0	0.0019	0.0314	0.4062	0.5000	1.4697	0.0068	0.0102	0.0002	1	1
8	19	0	0.0014	0.0274	0.4688	0.5333	1.4094	0.0149	0.0088	0.0002	1	1
23	19	0	0.0026	0.0241	0.4688	0.4333	1.3570	0.0051	0.0083	0.0002	1	1
29	19	0	0.0023	0.0444	0.5938	0.5500	1.1100	0.0000	0.0092	0.0002	0	1
35	19	0	0.0060	0.0810	0.5000	0.5333	2.0409	0.0000	0.0097	0.0002	0	1
13	18	0	0.0019	0.0234	0.3750	0.4000	1.2188	0.0041	0.0118	0.0002	1	1
7	19	0	0.0019	0.0448	0.4688	0.4833	1.4460	0.0158	0.0124	0.0002	1	1
28	19	0	0.0036	0.0461	0.4062	0.4667	1.0171	0.0240	0.0144	0.0002	1	1
31	19	0	0.0033	0.0722	0.4062	0.5333	1.3311	0.0290	0.0110	0.0002	1	1
41	19	0	0.0013	0.0216	0.3438	0.4167	0.8185	0.0000	0.0041	0.0002	0	1
40	19	0	0.0241	0.1159	0.5312	0.6167	3.3049	0.0000	0.0135	0.0002	0	1
42	17	0	0.0028	0.0432	0.4375	0.4333	1.3114	0.0134	0.0111	0.0002	1	1
44	19	0	0.0025	0.0469	0.4062	0.4500	1.2732	0.0078	0.0097	0.0002	1	1
48	19	0	0.0019	0.0465	0.4062	0.4333	1.4800	0.0101	0.0101	0.0002	1	1
47	19	0	0.0020	0.0283	0.4062	0.4667	0.7415	0.0135	0.0020	0.0002	1	1
49	19	0	0.0012	0.0113	0.3438	0.4500	0.9860	0.0054	0.0066	0.0002	1	1
27	17	0	0.0182	0.1290	0.4375	0.5667	2.5373	0.0300	0.0150	0.0002	0	1
9	19	0	0.0021	0.0318	0.4062	0.4667	0.3526	0.0087	0.0050	0.0002	1	1
42	19	0	0.0372	0.1983	0.6250	0.9500	5.7927	0.0300	0.0300	0.0002	0	1
17	18	0	0.0049	0.0383	0.3438	0.4167	1.3402	0.0099	0.0138	0.0002	1	1
46	19	0	0.0091	0.0980	0.4375	0.5500	2.3950	0.0204	0.0128	0.0002	1	1
33	18	0	0.0152	0.0398	0.3750	0.4833	2.2977	0.0050	0.0034	0.0002	1	1
2	20	0	0.0017	0.0349	0.4688	0.4833	1.3597	0.0078	0.0118	0.0002	1	1
13	20	0	0.0046	0.0532	0.3750	0.4500	1.3181	0.0076	0.0126	0.0002	1	1
4	20	0	0.0012	0.0215	0.3750	0.4333	0.7083	0.0033	0.0024	0.0002	1	1
29	18	0	0.0035	0.0271	0.4062	0.4833	0.7975	0.0147	0.0068	0.0002	1	1
19	18	0	0.0021	0.0617	0.4375	0.5000	1.7259	0.0124	0.0078	0.0002	1	1
3	20	0	0.0069	0.0748	0.3750	0.4167	1.2202	0.0300	0.0147	0.0002	0	1
35	18	0	0.0083	0.0748	0.3750	0.3833	0.7680	0.0105	0.0038	0.0002	1	1
15	20	0	0.0073	0.0640	0.5312	0.5333	1.7378	0.0203	0.0071	0.0002	1	1
20	20	0	0.0024	0.0346	0.4688	0.4167	0.3746	0.0000	0.0064	0.0002	0	1
19	20	0	0.0043	0.0522	0.4375	0.4333	0.8732	0.0054	0.0095	0.0002	1	1
24	20	0	0.0040	0.0455	0.4375	0.4167	0.6309	0.0000	0.0086	0.0002	0	1
23	20	0	0.0014	0.0384	0.4062	0.4667	0.8710	0.0110	0.0107	0.0002	1	1
28	20	0	0.0018	0.0188	0.3750	0.3833	0.5670	0.0067	0.0046	0.0002	1	1
30	19	0	0.0055	0.0430	0.4375	0.5167	1.6286	0.0000	0.0018	0.0002	0	1
30	20	0	0.0062	0.0427	0.4062	0.4833	1.7887	0.0049	0.0000	0.0002	0	1
2	19	0	0.0041	0.0339	0.4375	0.5167	1.3548	0.0119	0.0125	0.0002	1	1
32	20	0	0.0125	0.1134	0.4062	0.6667	3.1456	0.0000	0.0167	0.0002	0	1
33	20	0	0.0054	0.0612	0.4062	0.4333	0.4764	0.0171	0.0095	0.0002	1	1
7	20	0	0.0028	0.0304	0.4375	0.4500	0.7509	0.0108	0.0045	0.0002	1	1
36	20	0	0.0012	0.0180	0.5000	0.5000	1.9500	0.0000	0.0056	0.0002	0	1
29	20	0	0.0250	0.1459	0.7188	0.9500	5.2963	0.0300	0.0300	0.0002	0	1
38	20	0	0.0016	0.0345	0.3750	0.4500	0.7701	0.0061	0.0099	0.0002	1	1
40	20	0	0.0025	0.0662	0.3750	0.5000	1.5652	0.0000	0.0112	0.0002	0	1
41	20	0	0.0341	0.1421	0.3750	0.5667	3.4347	0.0195	0.0300	0.0002	0	1
22	20	0	0.0020	0.0228	0.4688	0.4333	0.5150	0.0300	0.0054	0.0002	0	1
44	20	0	0.0031	0.0766	0.3750	0.5000	1.1197	0.0116	0.0136	0.0002	1	1
47	20	0	0.0039	0.0285	0.4062	0.5167	1.0194	0.0000	0.0081	0.0002	0	1
49	20	0	0.0024	0.0424	0.4375	0.5333	0.6858	0.0000	0.0120	0.0002	0	1
48	20	0	0.0033	0.0358	0.4375	0.4833	0.9402	0.0300	0.0113	0.0002	0	1
46	20	0	0.0007	0.0138	0.4062	0.3500	0.1480	0.0025	0.0051	0.0002	1	1
39	20	0	0.0028	0.0365	0.3438	0.4167	1.0471	0.0200	0.0076	0.0002	1	1
0	21	0	0.0021	0.0364	0.5625	0.5833	1.4832	0.0106	0.0028	0.0002	1	1
38	19	0	0.0005	0.0232	0.3438	0.4333	0.9407	0.0118	0.0128	0.0002	1	1
4	21	0	0.0020	0.0283	0.4062	0.4833	0.7117	0.0010	0.0116	0.0002	1	1
25	19	0	0.0047	0.0553	0.3438	0.4167	0.8292	0.0134	0.0103	0.0002	1	1
5	20	0	0.0022	0.0302	0.4688	0.4667	0.8076	0.0000	0.0083	0.0002	0	1
7	21	0	0.0103	0.0887	0.4688	0.4667	0.9506	0.0255	0.0090	0.0002	1	1
11	19	0	0.0020	0.0387	0.5312	0.5667	0.8067	0.0075	0.0096	0.0002	1	1
8	21	0	0.0021	0.0382	0.4375	0.5500	1.6329	0.0300	0.0061	0.0002	0	1
14	21	0	0.0067	0.0717	0.5625	0.6167	1.3026	0.0000	0.0099	0.0002	0	1
1	21	0	0.0017	0.0337	0.3750	0.4500	1.2250	0.0289	0.0043	0.0002	1	1
33	19	0	0.0038	0.0828	0.4062	0.4500	1.8333	0.0144	0.0174	0.0002	1	1
9	21	0	0.0434	0.0885	0.3750	0.5500	2.1686	0.0300	0.0041	0.0002	0	1
25	20	0	0.0375	0.0790	0.5312	0.6667	3.9889	0.0300	0.0086	0.0002	0	1
26	19	0	0.0018	0.0255	0.4688	0.5167	1.8200	0.0133	0.0110	0.0002	1	1
11	21	0	0.0014	0.0173	0.3750	0.4333	0.8424	0.0065	0.0067	0.0002	1	1
36	19	0	0.0018	0.0434	0.5312	0.5167	1.0272	0.0163	0.0071	0.0002	1	1
18	21	0	0.0046	0.0507	0.4688	0.4833	0.7783	0.0000	0.0076	0.0002	0	1
10	21	0	0.0012	0.0310	0.5000	0.5500	2.1367	0.0198	0.0130	0.0002	1	1
15	21	0	0.0301	0.1421	0.5625	0.8833	6.1618	0.0300	0.0300	0.0002	0	1
20	21	0	0.0028	0.0431	0.3750	0.4333	1.2649	0.0073	0.0061	0.0002	1	1
22	21	0	0.0018	0.0269	0.5000	0.4833	1.7125	0.0000	0.0102	0.0002	0	1
17	21	0	0.0099	0.0903	0.4375	0.6667	4.1116	0.0300	0.0104	0.0002	0	1
45	19	0	0.0373	0.2673	0.4062	0.6500	4.4334	0.0261	0.0095	0.0002	1	1
23	21	0	0.0032	0.0362	0.4688	0.4667	1.0449	0.0142	0.0095	0.0002	1	1
21	21	0	0.0030	0.0288	0.4062	0.5000	0.7008	0.0128	0.0018	0.0002	1	1
5	21	0	0.0541	0.0764	0.3438	0.4000	3.6392	0.0000	0.0213	0.0002	0	1
29	21	0	0.0123	0.0754	0.3750	0.5667	3.9403	0.0240	0.0057	0.0002	1	1
34	21	0	0.0011	0.0523	0.4688	0.4333	0.9737	0.0000	0.0105	0.0002	0	1
33	21	0	0.0045	0.0764	0.5000	0.4833	1.0833	0.0159	0.0056	0.0002	1	1
30	21	0	0.0028	0.0405	0.4062	0.4833	0.4807	0.0247	0.0000	0.0002	0	1
32	21	0	0.0196	0.1362	0.3750	0.7333	3.9082	0.0300	0.0300	0.0002	0	1
37	21	0	0.0017	0.0232	0.4375	0.4833	0.8255	0.0000	0.0063	0.0002	0	1
37	19	0	0.0269	0.1692	0.4375	0.6500	3.7555	0.0231	0.0289	0.0002	1	1
21	20	0	0.0041	0.0527	0.4688	0.4833	0.7389	0.0094	0.0016	0.0002	1	1
40	21	0	0.0015	0.0209	0.4062	0.4167	0.4995	0.0000	0.0056	0.0002	0	1
45	20	0	0.0147	0.1035	0.5000	0.5500	1.9100	0.0000	0.0106	0.0002	0	1
45	21	0	0.0444	0.0931	0.4062	0.6833	3.4298	0.0000	0.0300	0.0002	0	1
41	21	0	0.0124	0.0832	0.3438	0.5167	1.9071	0.0289	0.0138	0.0002	1	1
17	20	0	0.0217	0.1171	0.3438	0.5667	2.6993	0.0300	0.0143	0.0002	0	1
3	22	0	0.0036	0.0304	0.3438	0.4167	1.0881	0.0027	0.0113	0.0002	1	1
34	20	0	0.0132	0.0707	0.4062	0.3833	1.3189	0.0062	0.0062	0.0002	1	1
1	22	0	0.0031	0.0408	0.4062	0.4667	1.6297	0.0010	0.0081	0.0002	1	1
0	22	0	0.0126	0.1246	0.4375	0.6000	2.8116	0.0300	0.0048	0.0002	0	1
5	22	0	0.0013	0.0440	0.4688	0.5333	0.7698	0.0000	0.0068	0.0002	0	1
37	20	0	0.0148	0.1336	0.4062	0.6000	2.0364	0.0062	0.0099	0.0002	1	1
6	22	0	0.0011	0.0164	0.4062	0.4167	0.8318	0.0060	0.0112	0.0002	1	1
12	21	0	0.0008	0.0307	0.5000	0.4333	0.9454	0.0000	0.0093	0.0002	0	1
17	22	0	0.0010	0.0174	0.3438	0.4500	0.7122	0.0108	0.0084	0.0002	1	1
13	22	0	0.0020	0.0265	0.4375	0.5500	1.4369	0.0097	0.0086	0.0002	1	1
19	21	0	0.0188	0.0901	0.5000	0.6500	4.1047	0.0000	0.0019	0.0002	0	1
15	22	0	0.0012	0.0157	0.4062	0.3500	0.8770	0.0066	0.0094	0.0002	1	1
21	22	0	0.0007	0.0253	0.4375	0.4167	0.6925	0.0000	0.0045	0.0002	0	1
43	21	0	0.0060	0.0607	0.5000	0.5000	1.5725	0.0163	0.0094	0.0002	1	1
22	22	0	0.0026	0.0346	0.3125	0.3167	0.7808	0.0144	0.0098	0.0002	1	1
6	21	0	0.0013	0.0323	0.4062	0.4667	1.3849	0.0079	0.0086	0.0002	1	1
24	22	0	0.0014	0.0272	0.4062	0.5500	2.3189	0.0019	0.0101	0.0002	1	1
3	21	0	0.0025	0.0704	0.4062	0.5833	1.1850	0.0068	0.0117	0.0002	1	1
25	22	0	0.0014	0.0367	0.3750	0.4833	1.2115	0.0190	0.0088	0.0002	1	1
18	22	0	0.0188	0.1515	0.5000	0.6333	3.6046	0.0154	0.0300	0.0002	0	1
2	21	0	0.0577	0.1176	0.4375	0.6333	4.8429	0.0143	0.0300	0.0002	0	1
23	22	0	0.0010	0.0283	0.5000	0.5167	1.0958	0.0016	0.0033	0.0002	1	1
16	21	0	0.0037	0.0397	0.4062	0.5333	1.3757	0.0131	0.0077	0.0002	1	1
26	22	0	0.0013	0.0299	0.3125	0.4167	0.7397	0.0087	0.0093	0.0002	1	1
28	21	0	0.0056	0.0274	0.4375	0.4333	0.3730	0.0157	0.0067	0.0002	1	1
29	22	0	0.0017	0.0304	0.4375	0.4167	0.3132	0.0066	0.0107	0.0002	1	1
30	22	0	0.0029	0.0328	0.4688	0.4500	1.0645	0.0062	0.0121	0.0002	1	1
43	22	0	0.0029	0.0291	0.4375	0.4000	1.1096	0.0000	0.0109	0.0002	0	1
42	22	0	0.0032	0.0486	0.5000	0.5167	0.9744	0.0018	0.0104	0.0002	1	1
31	21	0	0.0013	0.0270	0.4062	0.5000	1.2773	0.0101	0.0105	0.0002	1	1
28	22	0	0.0041	0.0426	0.4062	0.4833	1.3060	0.0170	0.0123	0.0002	1	1
49	22	0	0.0026	0.0341	0.4375	0.4333	1.1802	0.0045	0.0087	0.0002	1	1
45	22	0	0.0024	0.0274	0.4375	0.5167	0.8732	0.0256	0.0019	0.0002	1	1
48	22	0	0.0012	0.0220	0.4688	0.4333	0.5996	0.0082	0.0079	0.0002	1	1
44	22	0	0.0398	0.1999	0.5000	0.7333	5.0382	0.0300	0.0300	0.0002	0	1
25	21	0	0.0027	0.0540	0.5312	0.5333	0.3499	0.0300	0.0060	0.0002	0	1
39	21	0	0.0087	0.0756	0.3750	0.5167	1.1196	0.0056	0.0109	0.0002	1	1
35	21	0	0.0017	0.0415	0.4375	0.4667	0.7219	0.0157	0.0099	0.0002	1	1
3	23	0	0.0019	0.0252	0.3750	0.5000	0.4461	0.0220	0.0078	0.0002	1	1
5	23	0	0.0025	0.0401	0.4375	0.4167	0.9032	0.0259	0.0101	0.0002	1	1
4	23	0	0.0469	0.1672	0.5312	0.7167	4.7463	0.0000	0.0300	0.0002	0	1
46	21	0	0.0026	0.0360	0.5000	0.5000	1.8438	0.0081	0.0105	0.0002	1	1
47	21	0	0.0027	0.0371	0.3438	0.4667	1.7837	0.0218	0.0044	0.0002	1	1
0	23	0	0.0011	0.0234	0.3750	0.4333	1.0002	0.0041	0.0130	0.0002	1	1
19	23	0	0.0028	0.0437	0.5312	0.5500	1.0501	0.0265	0.0090	0.0002	1	1
27	21	0	0.0171	0.0933	0.5000	0.5167	2.7591	0.0176	0.0149	0.0002	1	1
9	23	0	0.0210	0.1431	0.5938	0.9000	6.8632	0.0300	0.0300	0.0002	0	1
15	23	0	0.0021	0.0373	0.5000	0.5500	1.1426	0.0298	0.0070	0.0002	1	1
18	23	0	0.0108	0.0596	0.5000	0.6167	2.1767	0.0300	0.0055	0.0002	0	1
20	23	0	0.0018	0.0266	0.4375	0.4667	0.6763	0.0070	0.0056	0.0002	1	1
22	23	0	0.0019	0.0363	0.4062	0.4500	0.7588	0.0000	0.0118	0.0002	0	1
36	22	0	0.0019	0.0316	0.4688	0.4333	0.8676	0.0000	0.0088	0.0002	0	1
12	23	0	0.0043	0.0743	0.4375	0.5167	0.7657	0.0023	0.0068	0.0002	1	1
21	23	0	0.0439	0.2280	0.5625	0.9333	6.7683	0.0300	0.0300	0.0002	0	1
23	23	0	0.0202	0.1449	0.3750	0.8667	4.8426	0.0300	0.0154	0.0002	0	1
27	23	0	0.0037	0.0599	0.4062	0.4333	1.0096	0.0001	0.0089	0.0002	1	1
42	21	0	0.0270	0.1738	0.5312	0.7333	3.4731	0.0300	0.0068	0.0002	0	1
28	23	0	0.0010	0.0227	0.3750	0.4667	0.7161	0.0236	0.0063	0.0002	1	1
12	22	0	0.0054	0.0560	0.4375	0.5000	1.1691	0.0140	0.0110	0.0002	1	1
37	23	0	0.0012	0.0159	0.4688	0.4833	1.5058	0.0000	0.0092	0.0002	0	1
31	23	0	0.0027	0.0405	0.3125	0.4167	1.3654	0.0081	0.0079	0.0002	1	1
35	23	0	0.0035	0.0541	0.4688	0.5500	1.6916	0.0154	0.0071	0.0002	1	1
33	23	0	0.0318	0.1645	0.4062	0.6667	5.8853	0.0296	0.0300	0.0002	0	1
33	22	0	0.0033	0.0254	0.3125	0.3667	0.9209	0.0140	0.0110	0.0002	1	1
42	23	0	0.0029	0.0355	0.3438	0.4167	0.9423	0.0110	0.0055	0.0002	1	1
43	23	0	0.0040	0.0552	0.4688	0.4167	0.5614	0.0132	0.0099	0.0002	1	1
34	23	0	0.0318	0.1869	0.4062	0.7333	4.0838	0.0300	0.0226	0.0002	0	1
39	23	0	0.0010	0.0241	0.4062	0.3833	0.5553	0.0025	0.0086	0.0002	1	1
